Gene ID,Localization,Product Description,Category,CtermTryptag,NtermTryptag
Tb927.9.2620,mitochondrion - matrix 1,Mitoribosomal SSU assembly factor 6,ZUnknown,mitochondrion - matrix 1,"cytoplasm[reticulated,weak]"
Tb927.10.7510,flagellum 1,"chromatin binding protein, putative",Chromatin,flagellum 1,"axoneme,cytoplasm[weak]"
Tb927.6.3220,microtubule structures 1,"hypothetical protein, conserved",Cytoskeleton,microtubule structures 1,0
Tb11.v5.0520,Unknown,"Elongator-like protein 3c, putative",Enzyme,Unknown,Unknown
Tb927.10.3100,endoplasmic reticulum,"glycerol-3-phosphate acyltransferase, putative",Lipids,endoplasmic reticulum,"cytoplasm[reticulated],basal body[25%]"
Tb927.8.3310,Unknown,Elongator-like Protein 3b,Lipids,Unknown,"nucleus[points],spindle"
Tb927.8.4150,Unknown,rhomboid-like protein,Mito.biogenesis,Unknown,0
Tb927.10.10120,mitochondrion - matrix 2,"hypothetical protein, conserved",Mito.pathway,mitochondrion - matrix 2,0
Tb927.11.9570,mitochondrion - IM,"hypothetical protein, conserved",Mito.pathway,mitochondrion - IM,mitochondrion
Tb927.11.1630,mitochondrion - matrix 1,"LSU ribosomal protein, mitochondrial, putative",Mito.translation,mitochondrion - matrix 1,endocytic[weak]
Tb927.11.330,microtubule structures 2,Myosin-like protein 1,Nuclear.transport,microtubule structures 2,nuclear pore[50%]
Tb927.2.4200,Unknown,"CMGC/CLK family protein kinase, putative",Protein.kinase,Unknown,Unknown
Tb927.9.6100,Unknown,"PTP1-interacting protein, 39 kDa",Protein.phosphatase,Unknown,Unknown
Tb927.10.11270,Unknown,"RNA-binding protein, putative",RNA.binding,Unknown,Unknown
Tb927.7.1180,Unknown,"RNA-binding protein, putative",RNA.binding,Unknown,Unknown
Tb927.11.14580,Unknown,Bifunctional Monophosphate RNA Kinase/RNA guanylyltransferase,RNA.processing,Unknown,cytoplasm
Tb927.11.1390,nucleus - chromatin,"class I transcription factor A, subunit 1",RNA.synthesis,nucleus - chromatin,"nucleus,nucleolus[peripheral,points]"
Tb927.10.9780,nucleus,"ATP-dependent DEAD/H RNA helicase, putative",rRNA.tRNA.process,nucleus,nucleolus
Tb927.6.1750,Unknown,"Rab-GTPase-TBC domain containing protein, putative",Signalling,Unknown,"cytoplasm,endocytic[25%],glycosome[25%],cytoplasm[50%],flagellar cytoplasm[50%],nuclear lumen[50%]"
Tb927.7.3280,mitochondrion - matrix 2,Mitochondrial initiation factor 2,Translation,mitochondrion - matrix 2,cytoplasm
Tb11.v5.0619,Unknown,"COG4 transport protein, putative",ZUnknown,Unknown,Unknown
Tb11.v5.0720,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.1.3270,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,0
Tb927.1.3450,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"nuclear lumen[points,<10%],cytoplasm[reticulated]"
Tb927.10.11570,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"cytoplasm[points],endocytic"
Tb927.10.2200,mitochondrion - matrix 2,"hypothetical protein, conserved",ZUnknown,mitochondrion - matrix 2,cytoplasm[reticulated]
Tb927.10.4010,cytosol,"hypothetical protein, conserved",ZUnknown,cytosol,cytoplasm
Tb927.11.1200,nucleus,"hypothetical protein, conserved",ZUnknown,nucleus,0
Tb927.11.13370,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.16630,acidocalcisomes,"major facilitator superfamily, putative",ZUnknown,acidocalcisomes,acidocalcisome[75%]
Tb927.3.3230,Unknown,"NOL1/NOP2/sun family, putative",ZUnknown,Unknown,nuclear lumen
Tb927.4.3900,Unknown,"zinc finger protein, C2H2 type, putative",ZUnknown,Unknown,"nucleoplasm,cytoplasm[weak]"
Tb927.6.1190,Unknown,"Plus-3 domain/Zinc finger, C3HC4 type (RING finger), putative",ZUnknown,Unknown,"endocytic,cytoplasm[weak]"
Tb927.7.1530,Unknown,"2OG-Fe(II) oxygenase superfamily, putative",ZUnknown,Unknown,"cytoplasm,flagellum"
Tb927.7.5890,Unknown,WD40 repeat-containing protein,ZUnknown,Unknown,cytoplasm
Tb927.8.3020,ribonucleoproteins 1,"hypothetical protein, conserved",ZUnknown,ribonucleoproteins 1,"cytoplasm[points],flagellar cytoplasm"
Tb927.9.1410,Unknown,SUMO-interacting motif-containing protein,ZUnknown,Unknown,nuclear pore
Tb927.2.5270,flagellum 1,"dynein heavy chain, putative",Cytoskeleton,flagellum 1,axoneme
Tb927.11.6330,cytosol,6-phosphogluconolactonase,Glucose.glycerol,cytosol,"cytoplasm,flagellar cytoplasm"
Tb927.7.5540,mitochondrion - IM,"2,4-dienoyl-coa reductase-like protein",Lipids,mitochondrion - IM,"cytoplasm[weak,reticulated]"
Tb927.11.15440,mitochondrion - IM,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative",Mito.e.transport,mitochondrion - IM,"cytoplasm[points,weak]"
Tb927.11.3940,mitochondrion - IM,"hypothetical protein, conserved",Mito.pathway,mitochondrion - IM,cytoplasm[reticulated]
Tb927.4.3660,mitochondrion - matrix 2,"hypothetical protein, conserved",Mito.pathway,mitochondrion - matrix 2,0
Tb927.6.1610,Unknown,"ribosomal RNA adenine dimethylase family protein, conserved",rRNA.tRNA.process,Unknown,"nucleolus[75%],cytoplasm[75%,weak],nucleoplasm[weak,75%]"
Tb927.8.4220,ribonucleoproteins 1,"hypothetical protein, conserved",Translation,ribonucleoproteins 1,"cytoplasm[strong,25%],flagellar cytoplasm[25%],cytoplasm[reticulated,weak,75%]"
Tb927.6.2370,Unknown,"ubiquitin-protein ligase, putative",Ubiquitin.proteasome,Unknown,"cytoplasm,nucleoplasm"
Tb927.6.3500,Unknown,"endosomal trafficking protein RME-8, putative",Vesicular.transport,Unknown,"endocytic,cytoplasm"
Tb11.v5.0853,Unknown,"Vacuolar sorting protein 9 (VPS9) domain containing protein, putative",ZUnknown,Unknown,Unknown
Tb927.10.10020,Unknown,"Rab5 GDP/GTP exchange factor (Rabex-5), putative",ZUnknown,Unknown,"endocytic,cytoplasm"
Tb927.7.2950,endoplasmic reticulum,"ATPase family associated with various cellular activities (AAA), putative",ZUnknown,endoplasmic reticulum,0
Tb927.7.5850,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"nuclear lumen,cytoplasm[reticulated,weak]"
Tb927.8.1300,microtubule structures 1,"hypothetical protein, conserved",ZUnknown,microtubule structures 1,flagellar pocket collar
Tb927.9.2900,nucleus,"U3 small nucleolar RNA-associated protein 10, putative",ZUnknown,nucleus,nucleolus
Tb927.1.1960,Unknown,"chaperone protein DnaJ, putative",Chaperone,Unknown,"cytoplasm,flagellar cytoplasm[weak]"
Tb927.11.7370,Unknown,"haloacid dehalogenase hydrolase, putative",Enzyme,Unknown,"cytoplasm,flagellar cytoplasm"
Tb927.7.5080,Unknown,ATP-NAD kinase-like protein,Enzyme,Unknown,Unknown
Tb11.v5.0425,Unknown,"receptor-type adenylate cyclase GRESAG 4, putative",ESAG,Unknown,Unknown
Tb11.v5.0431,Unknown,"receptor-type adenylate cyclase GRESAG 4, putative",ESAG,Unknown,Unknown
Tb927.9.1720,glycosomes,"peroxisomal membrane protein 4, putative",Glycosome,glycosomes,0
Tb927.6.200,Unknown,"receptor-type adenylate cyclase GRESAG 4, putative",GRESAG,Unknown,Unknown
Tb927.10.1900,mitochondrion - matrix 2,"DNA topoisomerase IA, putative",Mito.DNA,mitochondrion - matrix 2,cytoplasm[points]
Tb927.10.7610,Unknown,"NADH-ubiquinone oxidoreductase complex I subunit, putative",Mito.pathway,Unknown,0
Tb927.10.9120,Unknown,"hypothetical protein, conserved",Mito.pathway,Unknown,Unknown
Tb927.9.12770,mitochondrion - matrix 2,Kinetoplast polyadenylation factor 3,Mito.pathway,mitochondrion - matrix 2,0
Tb927.3.970,Unknown,Mitoribosomal SSU assembly factor 21,Mito.translation,Unknown,0
Tb927.9.7180,flagellum 1,"adenosine monophosphate deaminase, putative, AMP deaminase, putative",Nucleotides,flagellum 1,"paraflagellar rod,cytoplasm[reticulated,weak]"
Tb927.10.7780,Unknown,Mitogen-activated protein kinase KFR1,Protein.kinase,Unknown,Unknown
Tb927.4.3620,Unknown,"serine threonine-protein phosphatase PP1, putative",Protein.phosphatase,Unknown,"cytoplasm[reticulated],axoneme[<10%,strong],cytoplasm[points,25%]"
Tb927.8.7390,Unknown,"PP1, protein phosphatase 1",Protein.phosphatase,Unknown,cytoplasm
Tb927.10.11990,nucleus,"60S ribosome subunit biogenesis protein NIP7, putative",RNA.binding,nucleus,nucleolus
Tb927.10.1830,secretory/endocytic 1,"syntaxin, putative",Vesicular.transport,secretory/endocytic 1,endocytic
Tb927.3.1620,Unknown,"ER-golgi trafficking TRAPP I complex 85 kDa subunit, putative",Vesicular.transport,Unknown,"cytoplasm,endocytic"
Tb11.v5.0188,mitochondrion - matrix 2,"ATP-NAD kinase, putative",ZUnknown,mitochondrion - matrix 2,0
Tb11.v5.0900,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.1.2730,mitochondrion - matrix 2,"conserved protein, Unknown function",ZUnknown,mitochondrion - matrix 2,0
Tb927.10.6360,microtubule structures 2,FAZ-tip-localizing protein required for cytokinesis,ZUnknown,microtubule structures 2,"flagellum attachment zone[distal],cytoplasm[weak]"
Tb927.10.8870,Unknown,Paraflagellar rod (PFR) assembly factor 1,ZUnknown,Unknown,0
Tb927.11.10380,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,"axoneme,cytoplasm"
Tb927.11.6820,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"axoneme,cytoplasm[weak]"
Tb927.4.2280,cytosol,"hypothetical protein, conserved",ZUnknown,cytosol,"cytoplasm[weak,points]"
Tb927.4.2550,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,mitochondrion
Tb927.7.3200,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.9.5300,mitochondrion - matrix 1,kinetoplast ribosomal PPR-repeat containing protein 16,ZUnknown,mitochondrion - matrix 1,cytoplasm[reticulated]
Tb927.8.1010,mitochondrion - IM,"chaperone protein DnaJ, putative",Chaperone,mitochondrion - IM,cytoplasm[reticulated]
Tb11.v5.0660,Unknown,"histone deacetylase, putative",Chromatin,Unknown,Unknown
Tb927.2.2190,Unknown,histone deacetylase 3,Chromatin,Unknown,"nucleolus[peripheral,points],nucleoplasm[points]"
Tb927.3.5630,Unknown,"3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative",Lipids,Unknown,cytoplasm[points]
Tb927.4.4360,Unknown,"monoglyceride lipase, putative",Lipids,Unknown,"cytoplasm[points],endocytic"
Tb927.11.13830,mitochondrion - IM,"DnaJ domain containing protein, putative",Mito.pathway,mitochondrion - IM,"cytoplasm[reticulated,weak]"
Tb927.10.7630,cytosol,"Importin subunit beta-2, putative, transportin2- like protein",Nuclear.transport,cytosol,nuclear pore
Tb11.02.5050b,Unknown,"protein kinase, putative",Protein.kinase,Unknown,Unknown
Tb927.10.10350,Unknown,"STE/STE11 serine/threonine-protein kinase, putative",Protein.kinase,Unknown,"basal body,cytoplasm[points]"
Tb927.11.7210,Unknown,"eukaryotic translation initiation factor 2-alpha kinase 1, putative",Protein.kinase,Unknown,cytoplasm[points]
Tb927.4.4330,Unknown,"ApaH-like phosphatase ALPH2, putative",Protein.phosphatase,Unknown,Unknown
Tb927.8.8040,Unknown,"ApaH-like phosphatase ALPH3, putative",Protein.phosphatase,Unknown,0
Tb927.6.670,nucleus,exosome complex component RRP45,RNA.degradation,nucleus,0
Tb927.6.3160,nucleus,"splicing factor 3a, putative",RNA.processing,nucleus,nucleoplasm
Tb927.11.3070,Unknown,"ribosome assembly protein RRB1, putative",rRNA.tRNA.process,Unknown,0
Tb927.6.3780,cytosol,"E3 ubiquitin-protein ligase, putative",Ubiquitin.proteasome,cytosol,"paraflagellar rod,cytoplasm"
Tb11.v5.1021,Unknown,"variant surface glycoprotein (VSG), putative",VSG,Unknown,Unknown
Tb11.v5.0195,Unknown,"STAG domain containing protein, putative",ZUnknown,Unknown,Unknown
Tb927.10.3350,secretory/endocytic 1,"major facilitator superfamily, putative",ZUnknown,secretory/endocytic 1,"flagellar pocket,endocytic"
Tb927.10.6010,nucleus,"Cohesin subunit SCC3, putative",ZUnknown,nucleus,"nucleus[75%],cytoplasm[weak]"
Tb927.10.9025,Unknown,hypothetical protein,ZUnknown,Unknown,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.11.12380,nucleus,"hypothetical protein, conserved",ZUnknown,nucleus,nucleoplasm[points]
Tb927.11.3400,Unknown,Flagellum attachment zone protein 41,ZUnknown,Unknown,"flagellum attachment zone[distal,strong,50%],flagellum attachment zone[50%]"
Tb927.11.3990,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,0
Tb927.5.2730,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"cell tip[anterior],cytoplasm[points],hook complex,basal body,pro-basal body"
Tb927.7.3270,mitochondrion - matrix 2,"hypothetical protein, conserved",ZUnknown,mitochondrion - matrix 2,"endocytic,cytoplasm,nucleoplasm"
Tb927.9.12780,Unknown,"Leucine carboxyl methyltransferase/Cupin-like domain containing protein, putative",ZUnknown,Unknown,Unknown
Tb927.10.9160,Unknown,"Cyclin 12, L-type",Cell.cycle,Unknown,Unknown
Tb11.v5.0698,Unknown,"dynein heavy chain, putative",Cytoskeleton,Unknown,Unknown
Tb927.7.920,flagellum 1,Inner arm dynein 5-1,Cytoskeleton,flagellum 1,0
Tb927.9.10550,Unknown,Spindle assembly abnormal protein 6 homolog,Cytoskeleton,Unknown,"basal body,pro-basal body"
Tb927.8.5530,Unknown,"COP9 signalosome complex subunit 5, putative",Protease,Unknown,Unknown
Tb11.v5.0529,Unknown,"ATP-dependent DEAD/H RNA helicase, putative",RNA.helicase,Unknown,Unknown
Tb927.1.1620,nucleus,"ATP-dependent DEAD/H RNA helicase, putative",RNA.helicase,nucleus,nucleolus[50%]
Tb927.1.1170,Unknown,"DNA-directed RNA polymerase 2, RPB12 subunit",RNA.synthesis,Unknown,0
Tb927.7.6450,Unknown,"tRNA-dihydrouridine synthase 3, putative",rRNA.tRNA.process,Unknown,nuclear lumen
Tb927.11.12670,Unknown,"Methyltransferase TYW3, putative",Translation,Unknown,cytoplasm
Tb927.5.1490,Unknown,Eukaryotic translation initiation factor 4 gamma 1,Translation,Unknown,"cytoplasm[points,strong]"
Tb927.11.6230,endoplasmic reticulum,"protein transport protein SEC61 subunit alpha, putative",Vesicular.transport,endoplasmic reticulum,endoplasmic reticulum
Tb927.3.1210,Unknown,protein transport protein Sec24,Vesicular.transport,Unknown,Golgi apparatus
Tb11.02.5430,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,0
Tb11.02.5430b,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb11.v5.0563,nucleus,"periodic tryptophan protein 2, putative",ZUnknown,nucleus,0
Tb927.10.13270,Unknown,"Periodic tryptophan protein 2 homolog, putative",ZUnknown,Unknown,Unknown
Tb927.2.4050,flagellum 1,"zinc finger protein, LIM-type, putative",ZUnknown,flagellum 1,"axoneme[points],cytoplasm[points,weak]"
Tb927.7.4220,nucleus,"WD domain, G-beta repeat/Dip2/Utp12 Family, putative",ZUnknown,nucleus,mitochondrion
Tb927.7.590,mitochondrion - matrix 2,"hypothetical protein, conserved",ZUnknown,mitochondrion - matrix 2,0
Tb927.7.7050,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,0
Tb927.9.11910,mitochondrion - IM,"peroxidase, putative",ZUnknown,mitochondrion - IM,cytoplasm[points]
Tb927.8.7680,Unknown,"amino acid transporter, putative",Amino.acid.transport,Unknown,Unknown
Tb927.8.7700,secretory/endocytic 2,"amino acid transporter, putative",Amino.acid.transport,secretory/endocytic 2,pellicular membrane
Tb927.5.1020,endoplasmic reticulum,"disulfide isomerase, putative",Chaperone,endoplasmic reticulum,0
Tb927.9.14420,Unknown,"Peptidyl-prolyl cis-trans isomerase C, mitochondrial, putative",Chaperone,Unknown,Unknown
Tb927.10.1130,flagellum 1,"dynein arm light chain, axonemal, putative",Cytoskeleton,flagellum 1,0
Tb927.6.3090,Unknown,microtubule associated protein xmap215,Cytoskeleton,Unknown,"cell tip[posterior],spindle"
Tb927.11.10020,Unknown,"short-chain dehydrogenase, putative",Enzyme,Unknown,0
Tb927.8.2550,Unknown,mitochondrial DNA primase,Mito.DNA,Unknown,"nucleolus[strong,50%],nucleoplasm[50%],cytoplasm[reticulated,weak]"
Tb927.10.13850,mitochondrion - matrix 2,"ATP12 chaperone protein, putative",Mito.pathway,mitochondrion - matrix 2,0
Tb927.7.2440,nucleus,"pyrroline-5-carboxylate reductase, putative",Mito.pathway,nucleus,cytoplasm
Tb927.11.4540,endoplasmic reticulum,Nucleoporin NUP48,Nuclear.transport,endoplasmic reticulum,nuclear pore
Tb11.0520,Unknown,"dynein light chain, putative, chrX additional, unordered contigs",Pseudogene,Unknown,Unknown
Tb11.v5.0489,Unknown,"retrotransposon hot spot (RHS) protein, putative",RHS,Unknown,0
Tb927.11.12880,Unknown,Present in the outer mitochondrial membrane proteome 17,RNA.binding,Unknown,Unknown
Tb11.v5.0277,Unknown,"ATP-dependent DEAD/H RNA helicase, putative",RNA.helicase,Unknown,0
Tb927.8.6280,Unknown,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative",RNA.processing,Unknown,Unknown
Tb927.10.6290,Unknown,"ATP-dependent DEAD/H RNA helicase, putative",rRNA.tRNA.process,Unknown,Unknown
Tb11.02.5080b,Unknown,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative",Vesicular.transport,Unknown,Unknown
Tb927.11.7213,secretory/endocytic 1,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative",Vesicular.transport,secretory/endocytic 1,0
Tb11.v5.0366,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,0
Tb927.1.4400,microtubule structures 1,"hypothetical protein, conserved",ZUnknown,microtubule structures 1,0
Tb927.11.11610,nucleus,"Cactus-binding C-terminus of cactin protein, putative",ZUnknown,nucleus,"nucleoplasm[50%],nuclear lumen[weak,50%],cytoplasm[weak,points]"
Tb927.2.2340,Unknown,"Glycerophosphoryl diester phosphodiesterase family, putative",ZUnknown,Unknown,Unknown
Tb927.4.1940,Unknown,"WD domain, G-beta repeat, putative",ZUnknown,Unknown,cytoplasm[points]
Tb927.7.1310,flagellum 1,"cilia- and flagella-associated protein 61, putative",ZUnknown,flagellum 1,"axoneme,cytoplasm[weak]"
Tb927.7.5670,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb11.v5.0901,Unknown,"tubulin-tyrsoine ligase-like protein, putative",Cytoskeleton,Unknown,Unknown
Tb927.11.6810,microtubule structures 2,"tubulin-tyrsoine ligase-like protein, putative",Cytoskeleton,microtubule structures 2,"cytoplasm[25%],cortical cytoskeleton[posterior,50%],cytoplasm[weak,reticulated,25%],flagellar cytoplasm[25%],nuclear lumen[25%]"
Tb927.10.3590,mitochondrion - matrix 2,"hypothetical protein, conserved",Mito.pathway,mitochondrion - matrix 2,"cytoplasm[points,reticulated]"
Tb927.2.4380,mitochondrion - matrix 2,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative",Mito.pathway,mitochondrion - matrix 2,cytoplasm
Tb927.5.2150,mitochondrion - IM,"hypothetical protein, conserved",Mito.pathway,mitochondrion - IM,cytoplasm[reticulated]
Tb927.8.7040,mitochondrion - IM,"hypothetical protein, conserved",Mito.pathway,mitochondrion - IM,paraflagellar rod
Tb927.11.5500,mitochondrion - matrix 1,"Mitochondrial SSU ribosomal protein, putative",Mito.RNA,mitochondrion - matrix 1,cytoplasm
Tb927.10.6540,Unknown,"kinetoplastid-specific phospho-protein phosphatase, putative",Protein.phosphatase,Unknown,Unknown
Tb927.10.2120,Unknown,"U1 small nuclear ribonucleoprotein C, putative",RNA.processing,Unknown,Unknown
Tb927.11.13810,nucleus,"ATP- dependent RNA helicase, putative",rRNA.tRNA.process,nucleus,"nucleolus[50%],endocytic"
Tb927.10.8080,endoplasmic reticulum,"Uncharacterized conserved protein (DUF2042), putative",ZUnknown,endoplasmic reticulum,cytoplasm[reticulated]
Tb927.11.9340,Unknown,"Galactose oxidase, central domain containing protein, putative",ZUnknown,Unknown,Unknown
Tb927.4.5190,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.5.750,mitochondrion - IM,"hypothetical protein, conserved",ZUnknown,mitochondrion - IM,endocytic
Tb927.6.4330,nucleus - chromatin,telomere-associated protein,ZUnknown,nucleus - chromatin,"nucleoplasm,nucleoplasm[point]"
Tb927.10.13960,flagellum 1,paralyzed flagella protein 20,Cytoskeleton,flagellum 1,axoneme
Tb927.10.4690,flagellum 1,"dynein light chain, putative",Cytoskeleton,flagellum 1,axoneme
Tb927.5.2410,Unknown,kinesin E,Cytoskeleton,Unknown,"axoneme,flagellar tip[strong]"
